	ids	company	slogan	logo	member	calender	ot	country	typeCompany	agency	overview	why_you_work_here	key_skill	description	address
179	179	Ohmyhotel&Co VN Co.,Ltd	OHMYHOTEL&CO	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBenZRRmc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a79caf7a2926bbcb2bb4be8d2f3e0cd63666e16f/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJU2xCSEJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--05301568773ec21b226d0a667550fd2ce805f248/xuan.JPG	51-150	Monday - Friday		Japan	Product		"['Welcome to Ohmyhotel&Co Group!', ""WE ARE NOT OUT-SOURCING COMPANY. We develop and operate our products used by the group's subsidiaries and other travel companies in the form of services."", 'WE ARE NOT A STARTUP. We work under a group that has a stable business. However, we work as creative and agile as start-ups.', 'WE ARE EXPERTS. We work under the latest system development process with Microsoft MVP, Certified Scrum Master, Certified Information Systems Auditor. ', 'We have expanded our business in many Asia countries like Japan, Korea , China, Vietnam, etc.', 'Hope we can have chance to ""ACHIEVE OUR DREAMS"" & together make the company’s system better than ever.', '', 'Visit us at: ', 'Official site: www.ohmyhotelnco.com', 'Hotel Booking site: www.ohmyhotel.com', 'Thank you for your concerns!']"	['1\nAttractive salary & benefits in the labor market;', '2\nOpen, honest & friendly team/people;', '3\nTend to build a strong/stable team with clear aim.']	['C#', 'SQL', '.NET', 'HTML5', 'CSS', 'JavaScript']	['We offer You:', 'Market leading salaries', '13th-month salary;', 'Performance bonus (if achieved the target);', 'Social Insurance & Annual Leaves as regulation;', 'Extra healthcare insurance (PVI Insurance) and checkups;', 'Company trips, team building, employee care, ect.;', 'Free F&B: instant noodles, snacks, milk, teas, coffee, coke;', 'Friendly management, flexible semi-scrum/agile environment;', 'Freedom to take initiatives and responsibilities.']	['Mach office building, 127 Ung Van Khiem\nBinh Thanh\nHo Chi Minh']
180	180	WIIN VIỆT NAM	WIIN VIỆT NAM	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeUpwSVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--089e5effd83fbba67f21e689e2171229bd5fbb86/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--e48ed52d99e56a5ff9747052d860ea1b318b2d76/wiin%20-%20Hai%20Dang%20Phan.jpg	1-50	Monday - Saturday	No OT	United States	Product		['Wiin is a US-based e-commerce company that has been operating for 4 years in the entertainment industry. Vision to build Wiin into an international technology company startup.', 'We focus on the field of cinema, entertainment, e-commerce. Explore and invent technologies, software to serve hundreds of millions and billions of customers. P/S: Quick analysis on what really matters for you below', 'Well-capitalized stealth edtech start-up seeks an extremely talented full-stack CTO. Cofounder-level equity package applies, with clear path to upside.', 'What is the idea? Build applications, software to help the whole family watch a movie together, chat together, see each other online even though they are not near each other, the application runs on android and ios TVs']	['1\nAttractive salary', '2\nAttractive health care insurance package.', '3\nProfessional']	[]	"['Leaves: 12 days leave and Tet and other holidays based on the annual announcement of the Government', 'Social/Health/Unemployment Insurances are fully levied on the salary', '85% salary on your probation period', 'Yearly Performance bonus', 'Salary review 2 times/year - increase from 5-14%', 'Tet bonus from 1 to 5 months salary (in 2020 due to covid-19 epidemic but still bonus 4 months salary)', ""Bonus on special days such as: Birthday, International Women's Day, International Children's Day, Christmas...""]"	['Tầng 8, Toà nhà Viwaseen, 48 Tố Hữu\nNam Tu Liem\nHa Noi', 'Remote\nOther\nHo Chi Minh']
181	181	Hyperion360	We build great software	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN0pURkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f7b415836cf98b096d3300943246e406115002a9/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--e48ed52d99e56a5ff9747052d860ea1b318b2d76/hyperion360logo.jpg	51-150	Monday - Friday	No OT	Vietnam	Outsourcing		['Hyperion360 is a US-based software development company. We’ve built products used by millions of people and our software development services have helped many companies deliver quality software products on time and within budget. We help clients meet their business goals through a combination of subject-matter experts and agile methodologies that reduce risk and deliver superior results.', 'Join our our global team of expert software developers, designers, and other technical talent and work with cutting edge technologies.']	['1\nFully remote working model', '2\nCutting edges technologies & talented experts', '3\nAttractive salary & benefit']	['JavaScript', 'NodeJS', 'Java', 'AngularJS']	['']	['Tầng 5, 222 Điện Biên Phủ, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam\nDistrict 3\nHo Chi Minh']
182	182	Global Fashion Group	Global Fashion Group (GFG) is the leading fashion and lifestyle destination in growth markets	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMWpKRXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--78a35ba3459688ae0293503efadf33f149ff12db/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--e48ed52d99e56a5ff9747052d860ea1b318b2d76/GFG%20logo%202.jpg	1000+	Monday - Friday	No OT	Singapore	Product		['Global Fashion Group (GFG) is the leading fashion and lifestyle retail destination in Asia Pacific, Latin America and CIS. We connect over 10,000 global, local and own brands to a market of more than one billion consumers through four established e-commerce platforms: THE ICONIC, ZALORA, dafiti and lamoda. ', 'Through an inspiring and seamless customer experience enabled by our own technology ecosystem and operational infrastructure, we are dedicated to being the #1 fashion and lifestyle destination in our markets. With 17 offices and 10 fulfilment centres across four continents, GFG proudly employs a dynamic and diverse team with deep local knowledge and expertise. In the first half of 2019, GFG delivered over 15.8 million orders to 12 million active customers']	['1\nInternational working environment', '2\nHighly scalable platforms with 2+ billion visits', '3\nGreat colleagues']	[]	['Annual Leave: 15 days', '13th month salary', 'Annual bonus: up to 3 months based salary (depends on company performance)', 'Medical benefits: Social insurance, medical insurance & AON insurance', 'Macbook Pro is provided', 'Support for English class', 'Support Gym membership', 'Additionally, we offer a flat hierarchy, a fun and flexible work environment.']	['Copac Square Building, 12 Tôn Đản, phường 13\nDistrict 4\nHo Chi Minh']
183	183	Global Fashion Group	Global Fashion Group (GFG) is the leading fashion and lifestyle destination in growth markets	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMWpKRXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--78a35ba3459688ae0293503efadf33f149ff12db/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--e48ed52d99e56a5ff9747052d860ea1b318b2d76/GFG%20logo%202.jpg	1000+	Monday - Friday	No OT	Singapore	Product		['Global Fashion Group (GFG) is the leading fashion and lifestyle retail destination in Asia Pacific, Latin America and CIS. We connect over 10,000 global, local and own brands to a market of more than one billion consumers through four established e-commerce platforms: THE ICONIC, ZALORA, dafiti and lamoda. ', 'Through an inspiring and seamless customer experience enabled by our own technology ecosystem and operational infrastructure, we are dedicated to being the #1 fashion and lifestyle destination in our markets. With 17 offices and 10 fulfilment centres across four continents, GFG proudly employs a dynamic and diverse team with deep local knowledge and expertise. In the first half of 2019, GFG delivered over 15.8 million orders to 12 million active customers']	['1\nInternational working environment', '2\nHighly scalable platforms with 2+ billion visits', '3\nGreat colleagues']	[]	['Annual Leave: 15 days', '13th month salary', 'Annual bonus: up to 3 months based salary (depends on company performance)', 'Medical benefits: Social insurance, medical insurance & AON insurance', 'Macbook Pro is provided', 'Support for English class', 'Support Gym membership', 'Additionally, we offer a flat hierarchy, a fun and flexible work environment.']	['Copac Square Building, 12 Tôn Đản, phường 13\nDistrict 4\nHo Chi Minh']
184	184	Head Capital Vietnam	Head Capital Vietnam	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNCtTSXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4d6579e616007f65d5cb67dc17a3505dfbe9e11c/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJVUU1SEJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d14c81992e54b8fe39b4f22017b9c72f4b5e306b/Head%20Capital.PNG	1-50	Monday - Friday	No OT	Vietnam	Outsourcing		['HEAD Capital là công ty chuyên về mảng đầu tư và phát triển các dự án về Platform công nghệ Blockchain cho các ngành dựa trên thế mạnh về phát triển user và năng lực giải các bài toán Growth Hacking. Giá trị cốt lõi chính của công ty là nguồn lực về trí tuệ, nguồn vốn lớn nhất của công ty là trí tuệ và giá trị con người.']	['1\nLương thưởng hấp dẫn', '2\nMôi trường trẻ năng động', '3\nChương trình training chuyên nghiệp']	['JavaScript', 'Java', 'AWS', 'HTML5', 'CSS', 'Spring']	['Làm thứ 2 – thứ 6 tại công ty', ' Tham gia đầy đủ chế độ theo quy định Pháp luật', 'Team building, Sinh nhật', ' Review lương/ năm', 'Đào tạo nội bộ, chia sẻ kiến thức, Các chương trình gắn kết nội bộ ', ' Được trải nghiệm đa lĩnh vực trong hệ sinh thái của Head Capital', 'Môi trường trẻ trung, năng động; nhiều cơ hội thăng tiến ', 'Teabreak, Quà tết, Quà Trung thu ', 'Tiệc tất niên ', 'Quốc tế thiếu nhi, Quốc tế Phụ nữ, Phụ nữ Việt Nam ', 'Thưởng lễ, tết ']	['1196 3/2 Street, ward 8\nDistrict 10\nHo Chi Minh', 'Tòa nhà Vincem Comatce, Ngụy Như Kon Tum\nThanh Xuan\nHa Noi']
185	185	bbv Vietnam	bbv Vietnam stands for top quality in consulting, first class software engineering	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBd0h3R3c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--29120eae59854e3744b013b08a7a79777a5f1e8a/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/images.png	51-150	Monday - Friday	No OT	Switzerland	Outsourcing		['bbv Vietnam exists since 2006 and is a subsidiary of the bbv Group, a leading software company in Switzerland. We are a software development outsourcing company that focuses on custom web and mobile applications. Our customers are mainly from Switzerland and Germany.', 'We apply agile frameworks such as Scrum and Kanban in our software development process to promote open communication and transparency throughout our processes so we can respond swiftly and successfully to changes. You will learn to be a self-managing and self-responsible professional that shares his valuable expertise with the team.']	[]	['Java', '.NET', 'Agile', 'JavaScript', 'Java']	['Competitive salary and bonuses: You don’t have to pay for your medical – social - unemployment insurance and your personal income tax. We will cover all for you.', 'Guaranteed 13th month salary.', 'Loyalty bonus equal to 50% of your monthly NET salary each year after the first working year.', 'Monthly lunch allowance, free daily fruit – snack – coffee, and sponsored sport clubs.', 'Premium health insurance & Free annual medical check.', '14 days annual leave, add 1 day biennial.', 'Very clear career path for Engineers so that bbv can offer you many online/in-house training courses, not only hard skills/technical skills, but also soft skills. We also sponsor to get technical certificates that you can use for your qualifications.', 'Enjoy English speaking environment. You will be more confident in your English skills because we offer tuition fee sponsor and English proficiency bonus.', 'Regular parties & gifts in yearly special days: Team dinners, End Year Party, company trip, team building activities, Christmas, Tet holiday, etc.…', 'Chance to work with top talents from Switzerland, Germany, Greece, and challenges with latest technologies (microservices, CI/CD, latest version of .NET Core, Angular…), as well as with different business domains (e-commerce, automotive, logistics, insurance, healthcare).', 'Professional Agile software development.', 'Exchanging knowledge with 20 internal communities (Java, .NET, PHP, Cloud Computing, Mobile Development, IoT, Cryptocurrencies).']	['Setting up branches in Tan Binh District/Phu Nhuan District (HO now is in QTSC Dist.12)\nTan Binh\nHo Chi Minh']
186	186	Sendo.vn	Công ty Cổ phần Công nghệ Sen Đỏ - Đơn vị sở hữu sàn TMĐT hàng đầu Việt Nam	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMFpkRGc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bc7463131b6c09e23c6320c0a799acd97895cfec/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--e48ed52d99e56a5ff9747052d860ea1b318b2d76/sendo-vn-logo.jpg	501-1000	Monday - Friday	Extra salary for OT	Vietnam	Product		['We are SENDO – one of biggest E-commerce companies running by the SENDO Technology Join Stock Company, has been invested by FPT, EContext Asia, BeeNext, Beenos, SBI, SoftBank, Daiwa PI Partners and SKS Ventures. Our ambition is to become the top shopping center in Vietnam in the near future.', 'Up to now, more than 80,000 shops have been operating on Sendo.vn, offering a diverse range of products with over 5 million products from 21 different categories.']	['1\nLarge-scale system (about 1M users/day)', '2\nAttractive salary package', '3\nPremium Health Care']	['ReactJS', '.NET', 'Golang', 'NodeJS', 'Android', 'iOS']	['Why SENDO?', 'At SENDO we believe that our employees are the keys to our success. Happier employees will perform very well! We not only provide an awesome working environment where young and talented employees work, share ideas and help each other improve, but we also have lots of fun activities. Besides, you will work on the biggest e-commerce product using the latest technology and with top engineers in Vietnam', 'SENDO benefits and Perks', 'Competitive salary and benefits including extra medical insurance.', '13th-month salary. Extra bonus based on performance and company profit yearly.', 'Performance Review 2 times/year to adjust Salary and title/position', 'Company and team building trip every year', 'Gift on special days like birthday, Tet and Holidays', 'Many fun and meaning activities such as sport  and social clubs', 'Opportunity to training both technical and soft skills to develop your career path']	['29 Đường Tân Thuận (Tòa nhà FPT Tân Thuận)\nDistrict 7\nHo Chi Minh', '324 Tây Sơn (Tòa nhà Oriental Tower)\nDong Da\nHa Noi']
187	187	Head Capital Vietnam	Head Capital Vietnam	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNCtTSXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4d6579e616007f65d5cb67dc17a3505dfbe9e11c/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJVUU1SEJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d14c81992e54b8fe39b4f22017b9c72f4b5e306b/Head%20Capital.PNG	1-50	Monday - Friday	No OT	Vietnam	Outsourcing		['HEAD Capital là công ty chuyên về mảng đầu tư và phát triển các dự án về Platform công nghệ Blockchain cho các ngành dựa trên thế mạnh về phát triển user và năng lực giải các bài toán Growth Hacking. Giá trị cốt lõi chính của công ty là nguồn lực về trí tuệ, nguồn vốn lớn nhất của công ty là trí tuệ và giá trị con người.']	['1\nLương thưởng hấp dẫn', '2\nMôi trường trẻ năng động', '3\nChương trình training chuyên nghiệp']	['JavaScript', 'Java', 'AWS', 'HTML5', 'CSS', 'Spring']	['Làm thứ 2 – thứ 6 tại công ty', ' Tham gia đầy đủ chế độ theo quy định Pháp luật', 'Team building, Sinh nhật', ' Review lương/ năm', 'Đào tạo nội bộ, chia sẻ kiến thức, Các chương trình gắn kết nội bộ ', ' Được trải nghiệm đa lĩnh vực trong hệ sinh thái của Head Capital', 'Môi trường trẻ trung, năng động; nhiều cơ hội thăng tiến ', 'Teabreak, Quà tết, Quà Trung thu ', 'Tiệc tất niên ', 'Quốc tế thiếu nhi, Quốc tế Phụ nữ, Phụ nữ Việt Nam ', 'Thưởng lễ, tết ']	['1196 3/2 Street, ward 8\nDistrict 10\nHo Chi Minh', 'Tòa nhà Vincem Comatce, Ngụy Như Kon Tum\nThanh Xuan\nHa Noi']
188	188	Head Capital Vietnam	Head Capital Vietnam	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNCtTSXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4d6579e616007f65d5cb67dc17a3505dfbe9e11c/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJVUU1SEJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d14c81992e54b8fe39b4f22017b9c72f4b5e306b/Head%20Capital.PNG	1-50	Monday - Friday	No OT	Vietnam	Outsourcing		['HEAD Capital là công ty chuyên về mảng đầu tư và phát triển các dự án về Platform công nghệ Blockchain cho các ngành dựa trên thế mạnh về phát triển user và năng lực giải các bài toán Growth Hacking. Giá trị cốt lõi chính của công ty là nguồn lực về trí tuệ, nguồn vốn lớn nhất của công ty là trí tuệ và giá trị con người.']	['1\nLương thưởng hấp dẫn', '2\nMôi trường trẻ năng động', '3\nChương trình training chuyên nghiệp']	['JavaScript', 'Java', 'AWS', 'HTML5', 'CSS', 'Spring']	['Làm thứ 2 – thứ 6 tại công ty', ' Tham gia đầy đủ chế độ theo quy định Pháp luật', 'Team building, Sinh nhật', ' Review lương/ năm', 'Đào tạo nội bộ, chia sẻ kiến thức, Các chương trình gắn kết nội bộ ', ' Được trải nghiệm đa lĩnh vực trong hệ sinh thái của Head Capital', 'Môi trường trẻ trung, năng động; nhiều cơ hội thăng tiến ', 'Teabreak, Quà tết, Quà Trung thu ', 'Tiệc tất niên ', 'Quốc tế thiếu nhi, Quốc tế Phụ nữ, Phụ nữ Việt Nam ', 'Thưởng lễ, tết ']	['1196 3/2 Street, ward 8\nDistrict 10\nHo Chi Minh', 'Tòa nhà Vincem Comatce, Ngụy Như Kon Tum\nThanh Xuan\nHa Noi']
189	189	MONEY FORWARD VIETNAM CO.,LTD	Top 1 Fintech Company	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOVVIRFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9d351bcd040296ef5ce833fba08705f0aa7c360a/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/money-forward-vi-t-nam-logo.png	51-150	Monday - Friday	No OT	Japan	Product		['About our parent company, Money Forward, Inc.', 'Top fintech company in Japan', 'Listed on First Section of the Tokyo Stock Exchange (for large companies)', 'A ruby committer belongs to our company', 'Provides B2C services, a personal financial management service “Money Forward ME”, which has 12 million users in Japan and No. 1 market share in Japan', 'Provides B2B services, “MF Cloud Series”, SaaS-type service platform for businesses, providing comprehensive services for back office operations', 'About Money Forward Vietnam Co., Ltd', '100% Japanese company', 'Opportunities to create services for Vietnamese market, Southeast Asian market, world market', 'English-speaking environment', 'Interesting Engineering Projects', 'Develop brand-new services related finance services, back office operation (Saas)', 'Develop new features in personal financial management service in Japan']	['1\nCompetitive salary & benefits', '2\nFlexible working time, no OT', '3\nEmployee growth support']	['Ruby on Rails', 'PHP', 'Golang', 'Database', 'SQL', 'English']	"['- Salary review: Twice a year', '- Bonus: 13th-month salary', '- Paid leave: 15 days in total, Maternity leave for partner (extra 5 days)', '- Awards: Monthly Culture Hero, Half-year MVP for excellent members', '- Activities: Company trip, Year-end party, Half-year party, team-building, happy hour, etc...', '- Devices: MacBook Pro + Dell Monitor', '- Working hour: Monday to Friday (working hour starts from 8am to 9am)', '- Health care: Annual health check', '- Insurance:', 'Social Insurance, Health Insurance, Unemployment Insurance (company will pay for full salary)', 'Voluntary health insurance & accident insurance (Bao Viet Tokio Marine Insurance 24/7', '- Training:', 'External or internal training courses', 'Internal workshop', 'Support Attending Conference', 'Scrum training', ""Order books based on member's requests"", '- Others:', 'Grab expenses on the party day', 'Club activities, playstation, billiard, etc…', 'Free bike parking, fruits and coffee']"	['ETown Central Building, 11 Doan Van Bo, Ward 13\nDistrict 4\nHo Chi Minh', '10th Floor, Hancorp Plaza Building, No 72 Tran Dang Dinh, Dich Vong Hau Ward\nCau Giay\nHa Noi']
190	190	HCL Vietnam Company Limited	A $10.17 Bn G2000 Organization with 168,977 employees and operations in 50 countries	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNjEzSVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e8b2fefe087556b5c4712d88ce10515b88263570/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/imgpsh_fullsize_anim%20(3).png	151-300	Monday - Friday	No OT	India	Outsourcing		['HCL Vietnam Company Limited – an entity of HCL Technologies Ltd., a next-generation global technology company that helps enterprises reimagine their businesses for the digital age. Our technology products, services, and engineering are built on four decades of innovation, with a world-renowned management philosophy, a strong culture of invention and risk-taking, and a relentless focus on customer relationships. ', '', 'We offer an integrated portfolio of products, solutions, services, and IP through our Mode 1-2-3 strategy, built around Digital, IoT, Cloud, Automation, Cybersecurity, Analytics, Infrastructure Management, and Engineering Services, amongst others. With a worldwide network of R&D, innovation labs and delivery centers, and 168,977 ‘Ideapreneurs’ working in 50 countries, HCL serves leading enterprises across key industries, including 250 of the Fortune 500 and 650 of the Global 2000.', ' ']	['1\nAttractive Salary and Performance Bonus', '2\nHealth Care for Employees & Family, 18 paid leaves', '3\nChance to travel onsite (in 49 countries)']	['C++', 'Java', 'Golang', 'Python', 'Tester', 'QA QC']	['• 18 paid leaves/year (12 annual leaves and 6 personal leaves) ', '• Insurance plan based on full salary + 13th month salary + Performance bonus ', '• Meal allowance of 730,000 VND/month ', '• 100% full salary and benefits as an official employee from the 1st day of working ', '• Medical benefit for employee and family ', '• Working in a fast-paced, flexible, and multinational working environment. Chance to travel onsite (in 49 countries) ', '• Free snacks, refreshment, and parking ', '• Internal training (Technical & Functional & English)', ' • Working time: 8:30 AM - 6:00 PM from Mondays to Fridays']	['Leadvisors Tower Level 24, 643 Pham Van Dong Street, Co Nhue Ward\nNam Tu Liem\nHa Noi', 'Me Linh Point Tower, 02 Ngo Duc Ke Street, Ben Nghe Ward\nDistrict 1\nHo Chi Minh']
191	191	MONEY FORWARD VIETNAM CO.,LTD	Top 1 Fintech Company	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOVVIRFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9d351bcd040296ef5ce833fba08705f0aa7c360a/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/money-forward-vi-t-nam-logo.png	51-150	Monday - Friday	No OT	Japan	Product		['About our parent company, Money Forward, Inc.', 'Top fintech company in Japan', 'Listed on First Section of the Tokyo Stock Exchange (for large companies)', 'A ruby committer belongs to our company', 'Provides B2C services, a personal financial management service “Money Forward ME”, which has 12 million users in Japan and No. 1 market share in Japan', 'Provides B2B services, “MF Cloud Series”, SaaS-type service platform for businesses, providing comprehensive services for back office operations', 'About Money Forward Vietnam Co., Ltd', '100% Japanese company', 'Opportunities to create services for Vietnamese market, Southeast Asian market, world market', 'English-speaking environment', 'Interesting Engineering Projects', 'Develop brand-new services related finance services, back office operation (Saas)', 'Develop new features in personal financial management service in Japan']	['1\nCompetitive salary & benefits', '2\nFlexible working time, no OT', '3\nEmployee growth support']	['Ruby on Rails', 'PHP', 'Golang', 'Database', 'SQL', 'English']	"['- Salary review: Twice a year', '- Bonus: 13th-month salary', '- Paid leave: 15 days in total, Maternity leave for partner (extra 5 days)', '- Awards: Monthly Culture Hero, Half-year MVP for excellent members', '- Activities: Company trip, Year-end party, Half-year party, team-building, happy hour, etc...', '- Devices: MacBook Pro + Dell Monitor', '- Working hour: Monday to Friday (working hour starts from 8am to 9am)', '- Health care: Annual health check', '- Insurance:', 'Social Insurance, Health Insurance, Unemployment Insurance (company will pay for full salary)', 'Voluntary health insurance & accident insurance (Bao Viet Tokio Marine Insurance 24/7', '- Training:', 'External or internal training courses', 'Internal workshop', 'Support Attending Conference', 'Scrum training', ""Order books based on member's requests"", '- Others:', 'Grab expenses on the party day', 'Club activities, playstation, billiard, etc…', 'Free bike parking, fruits and coffee']"	['ETown Central Building, 11 Doan Van Bo, Ward 13\nDistrict 4\nHo Chi Minh', '10th Floor, Hancorp Plaza Building, No 72 Tran Dang Dinh, Dich Vong Hau Ward\nCau Giay\nHa Noi']
